"address_id","user_id","recipient_name","phone","address_line1","address_line2","city","state","postal_code","country","is_default","create_time"
"80","78","Liam","15500138077","成都市青羊区人民中路8000号","B座8080室","成都","四川","610031","中国","t","2023-08-15"
"81","79","Mona","17700138078","杭州市下城区延安路8100号","C座8181室","杭州","浙江","310006","中国","t","2023-09-20"
"82","80","Nate","18800138079","南京市建邺区江东中路8200号","D座8282室","南京","江苏","210019","中国","t","2023-10-25"
"83","81","Olive","16600138080","武汉市江岸区解放大道8300号","E座8383室","武汉","湖北","430014","中国","t","2023-01-05"
"84","82","Pete","19900138081","重庆市渝中区解放碑8400号","F座8484室","重庆","重庆","400010","中国","t","2023-02-10"
"85","83","Quincy","13600138082","西安市雁塔区长安路8500号","G座8585室","西安","陕西","710061","中国","t","2023-03-15"
"86","84","Rita","17500138083","天津市和平区南京路8600号","H座8686室","天津","天津","300041","中国","t","2023-04-20"
"87","85","Sam","18000138084","北京市海淀区中关村大街8700号","I座8787室","北京","北京","100080","中国","t","2023-05-25"
"88","86","Tina","15700138085","上海市徐汇区漕溪路8800号","J座8888室","上海","上海","200235","中国","t","2023-06-30"
"89","87","Umar","13200138086","广州市越秀区东风路8900号","K座8989室","广州","广东","510030","中国","t","2023-07-05"
"90","88","Vera","18900138087","深圳市福田区深南大道9000号","L座9090室","深圳","广东","518048","中国","t","2023-08-10"
"91","89","Will","13400138088","成都市高新区天府大道9100号","M座9191室","成都","四川","610041","中国","t","2023-09-15"
"92","90","Xena","17600138089","杭州市滨江区江南大道9200号","N座9292室","杭州","浙江","310052","中国","t","2023-10-20"
"93","91","Yuri","15300138090","南京市鼓楼区北京西路9300号","O座9393室","南京","江苏","210008","中国","t","2023-01-25"
"94","92","Zoe","13900138091","武汉市武昌区中南路9400号","P座9494室","武汉","湖北","430071","中国","t","2023-02-28"
"95","93","Alex","18500138092","重庆市江北区观音桥9500号","Q座9595室","重庆","重庆","400020","中国","t","2023-03-05"
"96","94","Bella","17300138093","西安市未央区未央路9600号","R座9696室","西安","陕西","710016","中国","t","2023-04-10"
"97","95","Chris","15800138094","天津市南开区卫津路9700号","S座9797室","天津","天津","300072","中国","t","2023-05-15"
"98","96","Daisy","14500138095","北京市朝阳区东三环北路9800号","T座9898室","北京","北京","100027","中国","t","2023-06-20"
"99","97","Ethan","18100138096","上海市静安区南京西路9900号","U座9999室","上海","上海","200040","中国","t","2023-07-25"
"100","98","Fiona","13700138097","广州市海珠区新港中路10000号","V座100100室","广州","广东","510300","中国","t","2023-08-30"
"101","99","George","15600138098","深圳市罗湖区深南东路10100号","W座101101室","深圳","广东","518001","中国","t","2023-09-05"
"102","100","Hannah","19800138099","成都市锦江区红星路10200号","X座102102室","成都","四川","610021","中国","t","2023-10-10"
"2","1","张三","13800138000","上海市浦东新区世纪大道200号","B座202室","上海","上海","200120","中国","f","2023-01-15"
"103","1","张三","13800138000","上海市浦东新区世纪大道200号","B座202室","上海","上海","200120","中国","f","2024-01-15"
"1","1","张三","13800138000","北京市朝阳区建国路100号","A座101室","北京","北京","100022","中国","t","2023-01-15"
